title,description,videoId,thumbnails,channelName,channelId,channelUrl,verified,publishedText,publishedDate,viewsText,views,videoUrl,duration,durationText,isShort
DAWN BREAKS // Waylay Agent Trailer - VALORANT,"Bend light to break your foes with Waylay – VALORANT’s new Thai Duelist Agent. Available with the launch of Season 25: ACT II.
__


Music
ONE PUNCH - MILLI, VALORANT
Out Now: http://milli.lnk.t...",OHzUoFKPUB0,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/OHzUoFKPUB0/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/OHzUoFKPUB0/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/OHzUoFKPUB0/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/OHzUoFKPUB0/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/OHzUoFKPUB0/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/OHzUoFKPUB0/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/OHzUoFKPUB0/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/OHzUoFKPUB0/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/OHzUoFKPUB0/3.jpg', 'width': 120, 'height': 90}]",VALORANT,UC8CX0LD98EDXl4UYX1MDCXg,https://www.youtube.com/@valorant,True,1 day ago,2025-03-02T20:00:08.875Z,"967,570 views",967570,https://www.youtube.com/watch?v=OHzUoFKPUB0,136,2:16,False
Do I agree with the world?,"Get NordVPN’s 2 year plan + 4 extra months free here: (https://nordvpn.com/icecreamsandwich) It’s risk free with NordVPN’s 30 day money back guarantee!

Would you rather live through...",TaLM8C-_M5E,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/TaLM8C-_M5E/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/TaLM8C-_M5E/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/TaLM8C-_M5E/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/TaLM8C-_M5E/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/TaLM8C-_M5E/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/TaLM8C-_M5E/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/TaLM8C-_M5E/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/TaLM8C-_M5E/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/TaLM8C-_M5E/3.jpg', 'width': 120, 'height': 90}]",Ice Cream Sandwich,UCOsATJw-IZgqGT8MFrHjKGg,https://www.youtube.com/@IceCreamSandwich,True,1 day ago,2025-03-02T20:00:08.875Z,"1,301,988 views",1301988,https://www.youtube.com/watch?v=TaLM8C-_M5E,700,11:40,False
La Carpintera - Dany Ome & Kevincito el 13 (video Official),"Escuchar aqui: 


Subscríbete y no te pierdas los estrenos:
https://www.youtube.com/channel/UCuBGNyEpfrbbhZ3r3vIjnfg?sub_confirmation=1

✌️ Síguenos en: 
Dany Ome: https://songshare.com/artis...",xPXrduoXa-I,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/xPXrduoXa-I/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/xPXrduoXa-I/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/xPXrduoXa-I/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/xPXrduoXa-I/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/xPXrduoXa-I/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/xPXrduoXa-I/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/xPXrduoXa-I/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/xPXrduoXa-I/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/xPXrduoXa-I/3.jpg', 'width': 120, 'height': 90}]",Dany Ome & Kevincito El 13 ,UCuBGNyEpfrbbhZ3r3vIjnfg,https://www.youtube.com/channel/UCuBGNyEpfrbbhZ3r3vIjnfg,False,2 days ago,2025-03-01T20:00:08.875Z,"367,659 views",367659,https://www.youtube.com/watch?v=xPXrduoXa-I,199,3:19,False
Supermarket worker Stacey Leadbeatter wins KSI's Golden Buzzer! | Auditions | BGT 2025,"Her family were right behind her.

Stacey Leadbeatter enchants Blackpool with her effortless performance of Leona Lewis's 'Run', scoring KSI's Golden Buzzer in a truly heart-warming moment....",tm3dpFnX8ZY,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/tm3dpFnX8ZY/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/tm3dpFnX8ZY/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/tm3dpFnX8ZY/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/tm3dpFnX8ZY/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/tm3dpFnX8ZY/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/tm3dpFnX8ZY/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/tm3dpFnX8ZY/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/tm3dpFnX8ZY/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/tm3dpFnX8ZY/3.jpg', 'width': 120, 'height': 90}]",Britain's Got Talent,UCUtZaxDF3hD5VK4xRYFBePQ,https://www.youtube.com/@BGT,True,2 days ago,2025-03-01T20:00:08.875Z,"1,586,545 views",1586545,https://www.youtube.com/watch?v=tm3dpFnX8ZY,516,8:36,False
"NRL Match Highlights 2025 | Raiders v Warriors | Round 1, 2025","The Canberra Raiders and New Zealand Warriors face off in Round 1 of the 2025 Telstra Premiership

🏉 SUBSCRIBE FOR MORE NRL ACTION 🏉
https://www.youtube.com/channel/UC33-OkQ6VCYk8xtml8Pk4-g?s...",ksLogThSf_w,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/ksLogThSf_w/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/ksLogThSf_w/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/ksLogThSf_w/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/ksLogThSf_w/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/ksLogThSf_w/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/ksLogThSf_w/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/ksLogThSf_w/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/ksLogThSf_w/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/ksLogThSf_w/3.jpg', 'width': 120, 'height': 90}]",NRL - National Rugby League,UC33-OkQ6VCYk8xtml8Pk4-g,https://www.youtube.com/@NRL,True,1 day ago,2025-03-02T20:00:08.875Z,"179,775 views",179775,https://www.youtube.com/watch?v=ksLogThSf_w,272,4:32,False
Technology isn't fun anymore,"Thanks to SoFi for sponsoring the video! Click here sign up for SoFi Plus and be entered for a chance to win one of six epic prizes: http://www.sofi.com/Drew!

merch:
https://www.drewgoodenshop.co...",P-TANCVoHlc,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/P-TANCVoHlc/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/P-TANCVoHlc/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/P-TANCVoHlc/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/P-TANCVoHlc/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/P-TANCVoHlc/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/P-TANCVoHlc/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/P-TANCVoHlc/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/P-TANCVoHlc/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/P-TANCVoHlc/3.jpg', 'width': 120, 'height': 90}]",Drew Gooden,UCTSRIY3GLFYIpkR2QwyeklA,https://www.youtube.com/@drewisgooden,True,2 days ago,2025-03-01T20:00:08.875Z,"2,697,887 views",2697887,https://www.youtube.com/watch?v=P-TANCVoHlc,1562,26:02,False
Animation vs. Coding,"/(^∇^)╯  https://brilliant.org/alanbecker
30-day free trial and 20% off 👍

🖐 ASK ME ANYTHING! ► https://www.youtube.com/noogai89/join 

👕 MERCH! ► https://alanbecker.shop
...",EFmxPMdBqmU,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/EFmxPMdBqmU/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/EFmxPMdBqmU/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/EFmxPMdBqmU/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/EFmxPMdBqmU/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/EFmxPMdBqmU/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/EFmxPMdBqmU/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/EFmxPMdBqmU/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/EFmxPMdBqmU/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/EFmxPMdBqmU/3.jpg', 'width': 120, 'height': 90}]",Alan Becker,UCbKWv2x9t6u8yZoB3KcPtnw,https://www.youtube.com/@alanbecker,True,2 days ago,2025-03-01T20:00:08.875Z,"3,309,610 views",3309610,https://www.youtube.com/watch?v=EFmxPMdBqmU,567,9:27,False
"Home Haul, Making Bracelets & Family Days Out","Home Haul, Making Bracelets & Family Days Out
Ad | Check out Symprove here: https://www.symprove.com/zoesugg and use code ZOESUGG50 to get 50% off the first 12 weeks of a rolling subscription...",u8uleoXX7j4,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/u8uleoXX7j4/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/u8uleoXX7j4/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/u8uleoXX7j4/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/u8uleoXX7j4/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/u8uleoXX7j4/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/u8uleoXX7j4/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/u8uleoXX7j4/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/u8uleoXX7j4/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/u8uleoXX7j4/3.jpg', 'width': 120, 'height': 90}]",Zoe Sugg,UCrUbqTCagwsaP2Fmr0p1TsA,https://www.youtube.com/@ZoeSugg,True,1 day ago,2025-03-02T20:00:08.875Z,"254,495 views",254495,https://www.youtube.com/watch?v=u8uleoXX7j4,2672,44:32,False
Kieran Culkin Wins Best Supporting Actor | 97th Oscars Speech (2025),"Robert Downey Jr. presents Kieran Culkin with the Oscar for Best Supporting Actor in 'A Real Pain' at the 97th Academy Awards.

Missed the 97th Academy Awards? Stream it on Hulu now! 

See...",yw34Meg6D58,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/yw34Meg6D58/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/yw34Meg6D58/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/yw34Meg6D58/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/yw34Meg6D58/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/yw34Meg6D58/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/yw34Meg6D58/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/yw34Meg6D58/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/yw34Meg6D58/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/yw34Meg6D58/3.jpg', 'width': 120, 'height': 90}]",Oscars,UCb-vZWBeWA5Q2818JmmJiqQ,https://www.youtube.com/@Oscars,True,19 hours ago,2025-03-03T01:00:08.875Z,"283,891 views",283891,https://www.youtube.com/watch?v=yw34Meg6D58,200,3:20,False
Is LeBron Making Luka Worse?,"Use my code for 10% oﬀ your next SeatGeek order*: https://seatgeek.onelink.me/RrnK/JXMY10
Sponsored by SeatGeek.*Restrictions apply. Max $25 discount",OtAFidAhEZI,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/OtAFidAhEZI/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/OtAFidAhEZI/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/OtAFidAhEZI/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/OtAFidAhEZI/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/OtAFidAhEZI/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/OtAFidAhEZI/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/OtAFidAhEZI/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/OtAFidAhEZI/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/OtAFidAhEZI/3.jpg', 'width': 120, 'height': 90}]",JxmyHighroller,UC3L9XPe0_FGfRG-CMGtBvFg,https://www.youtube.com/@JxmyHighroller,True,2 days ago,2025-03-01T20:00:08.875Z,"995,973 views",995973,https://www.youtube.com/watch?v=OtAFidAhEZI,791,13:11,False
REAL BETIS 2 - 1 REAL MADRID I HIGHLIGHTS LALIGA EA SPORTS,Real Betis gets the win at Benito Villamarín against Real Madrid in an intense match in which goals from Johnny and Isco give the three points for the home team #RealBetisRealMadrid Matchday...,4LRz5jfvhCs,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/4LRz5jfvhCs/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/4LRz5jfvhCs/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/4LRz5jfvhCs/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/4LRz5jfvhCs/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/4LRz5jfvhCs/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/4LRz5jfvhCs/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/4LRz5jfvhCs/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/4LRz5jfvhCs/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/4LRz5jfvhCs/3.jpg', 'width': 120, 'height': 90}]",LALIGA EA SPORTS,UCTv-XvfzLX3i4IGWAm4sbmA,https://www.youtube.com/@LaLiga,True,2 days ago,2025-03-01T20:00:08.875Z,"8,576,014 views",8576014,https://www.youtube.com/watch?v=4LRz5jfvhCs,199,3:19,False
Trying Stunts From Sonic The Hedgehog 3 In Real Life!,I loved watching Sonic The Hedgehog 3 and I had even more fun recreating the stunts from it! I always love seeing them do parkour tricks. This is by far the most time and effort I have  put...,4sxjmrkI_oI,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/4sxjmrkI_oI/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/4sxjmrkI_oI/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/4sxjmrkI_oI/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/4sxjmrkI_oI/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/4sxjmrkI_oI/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/4sxjmrkI_oI/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/4sxjmrkI_oI/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/4sxjmrkI_oI/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/4sxjmrkI_oI/3.jpg', 'width': 120, 'height': 90}]",Nick Pro,UChCBHudFoBnsF0O1flPXqiQ,https://www.youtube.com/@NickPro,True,2 days ago,2025-03-01T20:00:08.875Z,"674,225 views",674225,https://www.youtube.com/watch?v=4sxjmrkI_oI,509,8:29,False
JADE – Angel Of My Dreams (Live at The BRIT Awards 2025),"JADE – Angel Of My Dreams (Live At The BRIT Awards 2025)

Listen to JADE here: https://jade.me/CompletePlaylistAY
 'Angel Of My Dreams’ here: https://jade.me/AOMDAY 
‘IT girl’ here:...",4C4KePfjqqY,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/4C4KePfjqqY/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/4C4KePfjqqY/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/4C4KePfjqqY/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/4C4KePfjqqY/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/4C4KePfjqqY/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/4C4KePfjqqY/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/4C4KePfjqqY/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/4C4KePfjqqY/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/4C4KePfjqqY/3.jpg', 'width': 120, 'height': 90}]",JADE,UCRN5I_QM0LAwhVwfCyffCLQ,https://www.youtube.com/channel/UCRN5I_QM0LAwhVwfCyffCLQ,False,1 day ago,2025-03-02T20:00:08.875Z,"635,925 views",635925,https://www.youtube.com/watch?v=4C4KePfjqqY,276,4:36,False
"100 People Trapped Inside 100 Circles For $500,000","Seeing these past contestants battle it out for $500,000 was wild
Launch a store on Shopify and I’ll buy from 100 random stores that do ▸ https://shopify.com/mrbeast

New Merch - https://mrbeas...",zajUgQLviwk,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/zajUgQLviwk/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/zajUgQLviwk/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/zajUgQLviwk/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/zajUgQLviwk/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/zajUgQLviwk/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/zajUgQLviwk/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/zajUgQLviwk/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/zajUgQLviwk/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/zajUgQLviwk/3.jpg', 'width': 120, 'height': 90}]",MrBeast,UCX6OQ3DkcsbYNE6H8uQQuVA,https://www.youtube.com/@MrBeast,True,2 days ago,2025-03-01T20:00:08.875Z,"42,237,050 views",42237050,https://www.youtube.com/watch?v=zajUgQLviwk,2318,38:38,False
"Family Island: 𝐅𝐑𝐄𝐄 𝐄𝐍𝐄𝐑𝐆𝐘 𝐁𝐞𝐥𝐨𝐰⚡| 𝟐,𝟎𝟎𝟎 𝐄𝐍𝐄𝐑𝐆𝐘 BONUS ⚡","𝐔𝐧𝐥𝐨𝐜𝐤 𝐫𝐞𝐰𝐚𝐫𝐝𝐬, 𝐠𝐚𝐭𝐡𝐞𝐫 𝐫𝐞𝐬𝐨𝐮𝐫𝐜𝐞𝐬 💖 𝐂𝐋𝐀𝐈𝐌 𝐘𝐎𝐔𝐑 𝐑𝐄𝐖𝐀𝐑𝐃 𝐍𝐎𝐖...",uf4mAAHegEY,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/uf4mAAHegEY/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/uf4mAAHegEY/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/uf4mAAHegEY/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/uf4mAAHegEY/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/uf4mAAHegEY/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/uf4mAAHegEY/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/uf4mAAHegEY/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/uf4mAAHegEY/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/uf4mAAHegEY/3.jpg', 'width': 120, 'height': 90}]",Family Island Game,UCxm8jnD1rYrT4271Qr3_44w,https://www.youtube.com/@FamilyIslandGame,True,2 days ago,2025-03-01T20:00:08.875Z,"254,267 views",254267,https://www.youtube.com/watch?v=uf4mAAHegEY,10,0:10,False
Trying the Most Expensive Chocolate!,"Use code 50JAKEWEBBER to get 50% OFF plus free shipping on your first Factor box at https://bit.ly/4hxXNqI

MERCH https://jakemerch.com
SOCIAL PAGES
Instagram: https://www.instagram.com/jakewebbe...",1wvzY4CzLAU,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/1wvzY4CzLAU/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/1wvzY4CzLAU/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/1wvzY4CzLAU/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/1wvzY4CzLAU/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/1wvzY4CzLAU/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/1wvzY4CzLAU/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/1wvzY4CzLAU/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/1wvzY4CzLAU/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/1wvzY4CzLAU/3.jpg', 'width': 120, 'height': 90}]",Jake Webber,UCzfScS0MkYf1EHTPFCYt79Q,https://www.youtube.com/@Jakewebber9,True,2 days ago,2025-03-01T20:00:08.875Z,"633,214 views",633214,https://www.youtube.com/watch?v=1wvzY4CzLAU,1133,18:53,False
